vessel_name,year,num_deaths,num_passengers,num_adults,num_children,uk_port,aus_port,num_infant_deaths,num_child_deaths,num_adult_deaths,num_live_births,notes,source,passenger_deaths_percent,num_arriving_passengers
John Cooper,1841,,90.0,,,Greenock & Cork,Port Adelaide,,,,,"14 cabin, 20 intermediate, 56 steerage",https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,90.0
Siam,1841,,41.0,,,London_Plymouth_Dublin,Port Adelaide,,,,,,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,41.0
Fama,1841,,12.0,,,London,Port Adelaide,,,,,,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,12.0
Corsair,1841,,11.0,11.0,0.0,London,Port Adelaide,,,,,,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,11.0
James Turcan,1841,,16.0,,,London,Port Adelaide,,,,,,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,16.0
Orissa,1841,,23.0,15.0,8.0,London,Port Adelaide,,,,,,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,23.0
Caleb Angas,1842,,22.0,17.0,5.0,London,Port Adelaide,,,,,,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,22.0
Taglioni,1842,,37.0,32.0,5.0,London,Port Adelaide,,,,,,,,37.0
Lady Fitzherbert,1842,,40.0,,,London_Plymouth_,Port Adelaide,,,,,,,,40.0
Guiana,1842,0.0,11.0,11.0,0.0,London,Port Adelaide,0.0,0.0,0.0,,At sea for 185 days due to bad weather,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,0.0,11.0
Countess of Durham,1842,,25.0,15.0,10.0,London,Port Adelaide,,,,,,,,25.0
Fortitude,1842,,27.0,25.0,2.0,London,Port Adelaide,,,,,,https://localas above  https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1837wiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1842,,27.0
Barque_Arab ,1843,1.0,30.0,27.0,3.0,London,Port Adelaide,0.0,2.0,0.0,,Death = child age 2 yrs -cause unknown,,3.3333333333333335,29.0
Camoena,1843,,17.0,,,Leith,Port Adelaide,,,,,,,,17.0
Madras,1843,,41.0,32.0,9.0,London_Plymouth ,Port Adelaide,,,,,,,,41.0
Francis Spaight,1843,,100.0,81.0,19.0,London & Tor Bay,Port Adelaide,,,,,,,,100.0
Brig_Arab ,1843,0.0,16.0,16.0,0.0,Liverpool,Port Adelaide,0.0,0.0,0.0,,,,0.0,16.0
Augustus,1843,,24.0,24.0,0.0,London,Port Adelaide,,,,,,,,24.0
Mary White,1844,,21.0,16.0,5.0,Liverpool_,Port Adelaide,,,,,,,,21.0
Symmetry,1844,,17.0,15.0,2.0,Leith,Port Adelaide,,,,,,,,17.0
Taglioni,1844,,48.0,43.0,5.0,London & Deal,Port Adelaide,,,,,Passengers,,,48.0
John Heyes,1844,,25.0,,,London,Port Adelaide,,,,,,,,25.0
Royal archer,1845,,25.0,22.0,3.0,Liverpool,Port Adelaide,,,,,,,,25.0
Symmetry,1845,,12.0,12.0,0.0,London,Port Adelaide,,,,,,,,12.0
Joseph Albino,1845,,12.0,8.0,4.0,London,Port Adelaide,,,,,,,,12.0
Augustus,1845,,19.0,15.0,4.0,London,Port Adelaide,,,,,,,,19.0
Templar,1845,3.0,109.0,83.0,26.0,London,Port Adelaide,0.0,2.0,1.0,,Deaths = children - whooping cough & one aduklt female - sea sickness,,2.7522935779816518,106.0
William Wise,1845,,17.0,9.0,8.0,London,Port Adelaide,,,,,,,,17.0
Isabella Watson,1845,2.0,127.0,98.0,29.0,London_Plymouth ,Port Adelaide,1.0,1.0,0.0,1.0,Deaths = infant born & died at sea.Child age 1 yr. No cause of death,,1.574803149606299,125.0
Symmetry,1846,,12.0,11.0,1.0,London,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,12.0
Enmore,1846,,15.0,12.0,3.0,London,Port Adelaide,,,,,All Emigrants_steerage?,,,15.0
Royal Archer,1846,,11.0,11.0,0.0,London_Gravesend,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,11.0
Duke of Richmond,1846,,25.0,15.0,10.0,London_Plymouth_,Port Adelaide,,,,,,,,25.0
Emu,1846,,21.0,12.0,9.0,London_Gravesend_,Port Adelaide,,,,,,,,21.0
Medway,1846,,80.0,77.0,3.0,London,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,80.0
Abberton,1846,,193.0,152.0,41.0,London_Plymouth,Port Adelaide,,,,1.0,"8 Cabin pssengers, 185 steerage ",,,193.0
Hooghly,1846,2.0,255.0,214.0,41.0,London_Plymouth,Port Adelaide,0.0,0.0,2.0,1.0,"Deaths = two adult males - age unknown - one - REYNOLDS, James (//-19/10/1846) Died at sea, during a heavy gale, just before arrival at Pt Adelaide. A stove crushed him. Miner from Cornwall, England. Public subscription list to help the family.180 Emigrants_Steerage?",,0.7843137254901961,253.0
Kingston,1846,,66.0,,,London_Falmouth,Port Adelaide,,,,,All Emigrants_steerage?,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,66.0
Augustus,1846,,14.0,7.0,7.0,London,Port Adelaide,,,,,,,,14.0
Isabella Watson,1846,,230.0,195.0,35.0,London_Plymouth,Port Adelaide,,,,,All Emigrants_steerage?,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,230.0
Phoebe,1846,,190.0,163.0,27.0,London,Port Adelaide,,,,3.0,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,190.0
Canton,1846,1.0,263.0,206.0,57.0,London_Gravesend_Plymouth,Port Adelaide,0.0,1.0,0.0,,Death = child 1 yr - no cause of death,,0.38022813688212925,262.0
Lay Bruce,1846,11.0,263.0,171.0,92.0,London_Plymouth,Port Adelaide,0.0,10.0,1.0,,"Deaths = 10 children ages and cause of death unknown. One adult female - married also died at sea. 13 Cabin passengers, 250 emigrants_steerage - 22 miners  engaged for the Glen Osmond mine & wives etc. ",https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,4.182509505703422,252.0
Britannia,1846,2.0,147.0,100.0,47.0,London_Plymouth,Port Adelaide,0.0,2.0,0.0,1.0,Deaths = 2 children - unknown age or cause of death,,1.3605442176870748,145.0
Theresa,1847,3.0,239.0,169.0,70.0,London & Plymouth,Port Adelaide,0.0,3.0,0.0,4.0,Deaths = children age & cause of death unknown,,1.2552301255230125,236.0
British Sovereign,1847,,244.0,183.0,61.0,London_Plymouth,Port Adelaide,,,,1.0,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,244.0
Lady MacNaghten,1847,2.0,240.0,177.0,63.0,London_Plymouth,Port Adelaide,0.0,1.0,1.0,,"Deaths = one child & one adult male - ages and causes of death unknown__""Emigrants chiefly from Scotland""",,0.8333333333333334,238.0
Duchess of Northumberland,1847,8.0,254.0,,76178.0,London_Plymouth,Port Adelaide,4.0,4.0,0.0,1.0,"Deaths= 4 infants under 1 yr & 4 children (1 -18 yrs) ages & cause of deaths unknown__"" A pleasant passage of 101 days. She brings 254 emigrants who are chiefly miners from Cornwall"" SA gazzette 30.10.1847",,3.149606299212598,246.0
Trafalgar,1847,1.0,272.0,187.0,85.0,London_Plymouth,Port Adelaide,0.0,1.0,0.0,,Deaths = female age 16 years (child = 1-18 years),https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,0.3676470588235294,271.0
Derwent,1847,,46.0,42.0,4.0,London,Port Adelaide,,,,,,,,46.0
Competitor,1847,,40.0,40.0,0.0,London,Port Adelaide,,,,,,,,40.0
Belle Alliance,1847,,298.0,229.0,69.0,London_Plymouth,Port Adelaide,,,,1.0,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,298.0
David Malcolm,1847,,221.0,194.0,27.0,London_Plymouth,Port Adelaide,,,,,"7 cabin, 160 emigrants_steerage",https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,221.0
Aboukir,1847,9.0,335.0,,92.0,London_Plymouth,Port Adelaide,0.0,9.0,0.0,,Deaths = children all ages & causes of death unknown,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,2.6865671641791042,326.0
Nelson,1847,,28.0,25.0,3.0,Leith,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,28.0
Cressy,1847,3.0,272.0,208.0,64.0,London_Plymouth,Port Adelaide,1.0,2.0,0.0,,Deaths = one infant and one child - age & cause of death unknown,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,1.1029411764705883,269.0
Mariner,1847,,284.0,209.0,75.0,London,Port Adelaide,,,,1.0,"""253 chiefly Ag labourers of a resepctable class in equal porportion of sexes from the southern english counties""",https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,284.0
Kallibokka,1847,,15.0,15.0,0.0,London & Ramsgate,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,15.0
Phoebe,1847,,234.0,173.0,61.0,London_Plymouth,Port Adelaide,,,,3.0,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,234.0
Elizabeth Thompson,1847,,15.0,15.0,0.0,Liverpool,Port Adelaide,,,,,4 soldiers in steerage,,,15.0
Hooghly,1847,,10.0,10.0,0.0,London,Port Adelaide,,,,,,,,10.0
John Bartlett,1847,,24.0,24.0,0.0,London,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,24.0
Gunga,1847,,16.0,11.0,5.0,London,Port Adelaide,,,,,,,,16.0
Princess Royal,1847,,209.0,157.0,52.0,London_Plymouth,Port Adelaide,,,,1.0,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,209.0
China,1847,,268.0,200.0,68.0,London_Plymouth,Port Adelaide,,,,,,,,268.0
Rachel,1847,,35.0,15.0,20.0,London,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,35.0
Rajah,1847,1.0,298.0,261.0,37.0,London_Plymouth,Port Adelaide,0.0,0.0,1.0,,Death = one adult female - age & cause of death___unknown158 miners and their failies sent by the English mining Co.,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,0.33557046979865773,297.0
Royal George,1847,,63.0,48.0,15.0,London,Port Adelaide,,,,,,https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1847,,63.0
Enmore,1848,1.0,28.0,16.0,12.0,London_Plymouth,Port Adelaide,0.0,0.0,1.0,,Death = one adult male unknown age opr cause of death,,3.571428571428571,27.0
Harpley,1848,2.0,330.0,,,London,Port Adelaide,,,,,"A mixture of agricultural labourers and Nottingham lace makers who had been living in Calais for eight years. They met the ship in the English Channel, to avoid the 1848 civil disturbances in France. 18 sailors deserted the vessel at Pt Adelaide. 1 adult and 1 child died during the voyage.",,0.6060606060606061,328.0
David Malcolm,1848,4.0,267.0,197.0,70.0,London,Port Adelaide,2.0,2.0,0.0,4.0,Deaths = 2 infants under 1 yr and 2 children age & cause of death unknown,,1.4981273408239701,263.0
Onyx,1848,,26.0,,,Guernsey,Port Adelaide,,,,,,,,26.0
Royal Archer,1848,,23.0,20.0,3.0,London,Port Adelaide,,,,,,,,23.0
Orbona,1848,,12.0,11.0,1.0,Leith,Port Adelaide,,,,,,,,12.0
Roman Emperor,1848,0.0,254.0,,,London_Plymouth,Port Adelaide,,,,,8 married couples and 8 children as Govt Emigrants. 238 female 8 male Irish Protestant orphans from the Union Workhouses ‘a rough lot’. No deaths occurred during the voyage. Letter re orphans SA 3/11/1848 p354a,,0.0,254.0
Hooghly,1848,3.0,132.0,,,London_Plymouth,Port Adelaide,,,,,,,2.272727272727273,129.0
Navarino,1848,,145.0,,,London_Plymouth,Port Adelaide,,,,,,,,145.0
Westminster,1848,10.0,302.0,226.0,76.0,London_Plymouth,Port Adelaide,5.0,3.0,2.0,6.0,Deaths = 5 infants  under 1 yr & 3 children & 2 adult females -  no age or cause of death listed,,3.3112582781456954,292.0
Richardson,1848,,80.0,,,Swansea,Port Adelaide,,,,,5 saliors desserted at Pt Adelaide,,,80.0
Undaunted,1848,,10.0,6.0,4.0,Leith,Port Adelaide,,,,,,,,10.0
Royal George,1848,1.0,102.0,,,London_Plymouth,Port Adelaide,,,,,,,0.9803921568627451,101.0
Poictier,1848,,276.0,,,London,Port Adelaide,,,,,,,,276.0
Gratitude,1848,,44.0,,,London,Port Adelaide,,,,,,,,44.0
Santipore,1848,5.0,250.0,,,London_Plymouth,Port Adelaide,,,,,,,2.0,245.0
Duke of Bedford,1848,,320.0,,,London,Port Adelaide,,,,,Unknown,,,320.0
Sibella,1848,10.0,180.0,105.0,75.0,London_Plymouth,Port Adelaide,6.0,3.0,2.0,6.0,Deaths =  infants  under 1 yr &  children & 2 adult males -  no age or cause of death listed,,5.555555555555555,170.0
Thomas Lowry,1848,,162.0,,,London_Plymouth,Port Adelaide,,,,,,,,162.0
Success,1848,,268.0,186.0,82.0,London,Port Adelaide,,,,,"DR BLOOD,  Surgeon-Superintendent with wife and 7 children",,,268.0
Forfarshire,1848,1.0,240.0,,,London_Plymouth,Port Adelaide,,,,6.0,,,0.4166666666666667,239.0
Princess royal,1848,0.0,350.0,275.0,75.0,London,Port Adelaide,0.0,0.0,0.0,8.0,No Deaths - 249 Government immigrants. ,,0.0,350.0
Symmetry,1848,,22.0,22.0,0.0,London,Port Adelaide,,,,,,,,22.0
John Bartlett,1848,,44.0,,,London,Port Adelaide,,,,,,,,44.0
Victoria ,1848,,217.0,146.0,71.0,,,,,,,87 males & 59 females. 71 children,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.archives.sa.gov.au/__data/assets/pdf_file/0011/829541/GRG35_48_1_48-1A_Victoria.pdf,,217.0
Hindoo,1848,0.0,40.0,33.0,7.0,London,Port Adelaide,0.0,0.0,0.0,,,,0.0,40.0
Zealous,1848,,33.0,29.0,4.0,London,Port Adelaide,,,,,,,,33.0
Competitor,1848,1.0,57.0,,,London,Port Adelaide,,,,,,,1.7543859649122806,56.0
Constance,1848,,217.0,,,London,Port Adelaide,,,,,"211 Gov emigrants - 52 married couples, 35 single men & 24 single women , 32 boys & 16 girls",,,217.0
Bussorah Merchant,1848,1.0,285.0,,,London_Plymouth,Port Adelaide,,,,,,,0.3508771929824561,284.0
Abberton,1848,,76.0,,,London_Plymouth,Port Adelaide,,,,,60 steerage,,,76.0
Bolton,1848,,260.0,103.0,67.0,London_Plymouth,Port Adelaide,0.0,0.0,1.0,,Death = one  adult male - jumped overboard,,,260.0
Baboo,1848,1.0,214.0,,,London_Plymouth,Port Adelaide,,,,,Thomas Turner - passenger diary,,0.46728971962616817,213.0
Cheapside,1849,3.0,255.0,,,London,Port Adelaide,,,,,,,1.1764705882352942,252.0
Posthumous,1849,,190.0,,,London_Plymouth,Port Adelaide,,,,,Several ladies From Home for Homeless Women London - Sponsored by Charles Dickens and Baroness Burdett-Coutts Sunday Mail 12/9/2004,,,190.0
Childe Harold,1849,,145.0,,,London_Plymouth,Port Adelaide,,,,,,,,145.0
Proveidence,1849,,17.0,,,Swansea,Port Adelaide,,,,,,,,17.0
Augusta,1849,,40.0,,,Bristol,Port Adelaide,,,,,,,,40.0
Asiatic,1849,,157.0,,,London_Plymouth,Port Adelaide,,,,,The ship lost at sea on its return voyage to England. Observer 3/12/1892 p1037a,,,157.0
Prince Regent,1849,2.0,293.0,,,Plymouth,Port Adelaide,0.0,2.0,0.0,," Death - two children- ages & cause of deaths unknown___286 governmnet emigrants in steerage 13th ship from England to S.A. with government passengers for 1849 ; Sinclair Blue, surgeon-superintendent.","[GRG 24/6/1849/15_GRG 35/48 Immigrant Ships' Papers_State Records of SA & Colonial Secretary's Office Correspondence (GRG 24/1 and GRG 24/6
chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://classic.austlii.edu.au/au/other/sa_gazette/1866/4.pdf",0.6825938566552902,291.0
Pakeham,1849,4.0,277.0,,,Liverpool_Plymouth,Port Adelaide,,,,6.0,,,1.444043321299639,273.0
Florentina,1849,3.0,245.0,,,London,Port Adelaide,,,,8.0,,,1.2244897959183674,242.0
Athenian,1849,,111.0,,,London_Plymouth,Port Adelaide,,,,,,,,111.0
Indian,1849,4.0,259.0,,,London,Port Adelaide,1.0,0.0,1.0,,"Death - one infant under 1 yr,  & one adult- ages & cause of deaths unknown__
On August 30th 1849 a meeting of the emigrants from on board the INDIAN met at the ""Norfolk Arms in Rundle Street, Adelaide, for the purpose of hearing the statements of a number of persons who were dissatisfied with the way in which the ship was found, and 97 passengers signed complaints against the captain, the 2nd mate, the purser, the captain's clerk, the surgeon and the steward for a range of things including assault, fornication, adultery, selling of ardent spirits, permitting gambling aboard the ship, smoking and drinking between decks and other crimes. 97 passengers assigned complaints against the captain, surgeon, 2nd mate, purser, captain’s clerk and steward for assault, fornication, adultery, selling of ardent spirits, permitting of smoking, gambling, drinking between decks, resulted in gratuities being withheld. He severely reprimanded immigration agent Brewer, who was later dismissed from the post. The Master appeared in the police court 3/10/1849 re false statements concerning stores on board. Public meeting Register 1/9/1849 p282 - extensive reports. Register 3/10/1849 p318.",https://bound-for-south-australia.collections.slsa.sa.gov.au/1849IndianAffair.htm [GRG 24/6/1849/15_GRG 35/48 Immigrant Ships' Papers_State Records of SA & Colonial Secretary's Office Correspondence (GRG 24/1 and GRG 24/6 chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://classic.austlii.edu.au/au/other/sa_gazette/1866/4.pdf,1.5444015444015444,255.0
John Mitchell,1849,,120.0,,,London_Plymouth,Port Adelaide,,,,,,,,120.0
Glen Huntley,1849,6.0,225.0,,,London_Plymouth,Port Adelaide,,,,,,,2.666666666666667,219.0
Ascendant,1849,7.0,253.0,,,London_Plymouth,Port Adelaide,3.0,3.0,1.0,,"Death - 3 infants under 1 yr, 3  children & 1 adult  - ages & cause of deaths unknown__",,2.766798418972332,246.0
Robert Henderson,1849,1.0,16.0,,,London,Port Adelaide,,,,,,,6.25,15.0
Royal Sovereign,1849,,152.0,,,London_Plymouth,Port Adelaide,,,,,"No Government emigrants aboard this vessel. Everyone paid £20 for first class cabins, except for a few who slept in the cuddy for £30. SA Gazette 28/6/1849 p198.",,,152.0
Emily ,1849,9.0,229.0,,,London_Plymouth,Port Adelaide,3.0,4.0,2.0,,"Death - 3 infants under 1 yr, 4  children  & 2 adults _ages & cause of deaths unknown__",,3.9301310043668125,220.0
Samuel Boddington,1849,10.0,255.0,,,London_Plymouth,Port Adelaide,3.0,2.0,2.0,,"Death - 3 infants under 1 yr, 2  children  & 2 adults _ages & cause of deaths unknown__","[GRG 24/6/1849/15_GRG 35/48 Immigrant Ships' Papers_State Records of SA & Colonial Secretary's Office Correspondence (GRG 24/1 and GRG 24/6
chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://classic.austlii.edu.au/au/other/sa_gazette/1866/4.pdf
Listed in SA Gov Gazette 25.01.1866",3.9215686274509802,245.0
Elizabeth,1849,2.0,121.0,,,London_Plymouth,Port Adelaide,,,,,,,1.6528925619834711,119.0
Eliza ,1849,10.0,350.0,,,London_Plymouth,Port Adelaide,4.0,3.0,3.0,,"Death - 4 infants under 1 yr, 3  children  & 3 adults _ages & cause of deaths unknown__325 emigrants in steerage",,2.857142857142857,340.0
Elgin,1849,1.0,250.0,,,London_Plymouth,Port Adelaide,,,,,,,0.4,249.0
Anna Maria,1849,,160.0,,,London,Port Adelaide,,,,,,,,160.0
Senator,1849,5.0,150.0,,,London,Port Adelaide,,,,,,,3.3333333333333335,145.0
Simlah,1849,,148.0,,,Plymouth,Port Adelaide,,,,,,"https://www.samemory.sa.gov.au/site/page.cfm?c=7766&mode=singleImage
https://trove.nla.gov.au/newspaper/article/38435370",,148.0
Sir Charles forbes,1849,,90.0,,,London_,Port Adelaide,,,,,,,,90.0
Rajah,1849,,185.0,,,London_Plymouth,Port Adelaide,,,,,,,,185.0
Ramillies,1849,1.0,287.0,,,London,Port Adelaide,,,,,4 females flogged under his supervision during the voyage. Ship earned the nickname Flogging Ramillies Observer 25/8/1894 p358b,,0.34843205574912894,286.0
Nestor,1849,1.0,59.0,,,Glasgow,Port Adelaide,1.0,0.0,0.0,,Death - one infant under 1 yr of age,,1.694915254237288,58.0
Glenelg,1849,1.0,150.0,,,London_Plymouth,Port Adelaide,,,,,"10 cabin, 14 intermediate , 88 _steerage.  Half the crew went on strike 16/2/1849.",,0.6666666666666667,149.0
Isabella Hercus,1849,,160.0,,,London,Port Adelaide,,,,,,,,160.0
Inconstant,1849,,329.0,,,London_Plymouth,Port Adelaide,,,,,"209 Irish orphans on aboard_WIRE, Bridget (//c1836-//) Servant; Ophan Depot Adelaide 1851, about to give birth to a child, which a Mr WALKER of the Para Plains was reputed to be the father.",,,329.0
Jenny Jones,1849,,11.0,10.0,1.0,Swansea,Port Adelaide,,,,,,,,11.0
Candahar,1849,1.0,180.0,,,Plymouth,Port Adelaide,,,,,"10 cabin pssengers, 16 intermediate, 42 steerage",,0.5555555555555556,179.0
John Barlett,1849,,22.0,19.0,3.0,London,Port Adelaide,,,,,,,,22.0
Camilla,1849,,13.0,13.0,0.0,Leith,Port Adelaide,,,,,,,,13.0
Calphurnia,1849,2.0,207.0,,,London,Port Adelaide,,,,4.0,,,0.966183574879227,205.0
John Munn,1849,2.0,185.0,,,London_Plymouth,Port Adelaide,,,,, ‘The John Munn will pass into a proverb for everything that is discreditable and vile in regard to the conduct of emigration ships and emigration agents’. Register 10/10/1849 letters re the voyage out.,,1.0810810810810811,183.0
John Woodall,1849,,180.0,,,London,Port Adelaide,,,,,,,,180.0
Casper,1849,,118.0,,,London_Plymouth,Port Adelaide,,,,,,,,118.0
Himalaya,1849,29.0,176.0,,,Portsmouth,Port Adelaide,2.0,2.0,4.0,," Death -2  infants under 1 yr, 2  children  & 4 adults _ages  unknown__SA Gov Gazette 25.01.1866__.29 died from cholera on the voyage, all, except one, north of the equator. 42 passengers became seriously ill but recovered.",,16.477272727272727,147.0
Britannia,1849,,51.0,,,London_Plymouth,Port Adelaide,,,,,,,,51.0
Brankenmoor 03.07,1849,3.0,156.0,91.0,65.0,London,Port Adelaide,0.0,2.0,0.0,0.0,Death - two children- ages & cause of deaths unknown___,,1.9230769230769231,153.0
Louise Baillie,1849,,156.0,,,London_Plymouth,Port Adelaide,,,,,,,,156.0
Bolton,1849,,150.0,,,London_Plymouth,Port Adelaide,,,,,,,,150.0
Harry Lorrequer,1849,6.0,353.0,,,London_Plymouth,Port Adelaide,3.0,3.0,0.0,,"Death - 3 infants under 1 yr, & 3  children - ages & cause of deaths unknown__",SA Gov Gazette asdied at sea25.01.1866,1.69971671388102,347.0
Harpley,1849,,154.0,,,London_Plymouth,Port Adelaide,,,,,Apparently only cabin and intermediate passengers on this vessel. ,,,154.0
Macedon,1849,,200.0,,,Gravesend_Plymouth,Port Adelaide,,,,,,,,200.0
Madawaska,1849,,74.0,,,London_Plymouth,Port Adelaide,,,,,,,,74.0
Marion,1849,3.0,301.0,,,London_Plymouth,Port Adelaide,,,,,"1 cabin, 300 emigrants_steerage, Small pox ",,0.9966777408637874,298.0
Mary Ann,1849,,230.0,,,Bristol_Plymouth,Port Adelaide,,,,,,,,230.0
Grecian,1849,,36.0,,,London,Port Adelaide,,,,,,,,36.0
Gratitude,1849,,25.0,14.0,11.0,Swansea,Port Adelaide,,,,,,,,25.0
Minvera,1849,5.0,178.0,,,London_Plymouth,Port Adelaide,,,,,,,2.8089887640449436,173.0
Benjamin Elkin,1849,,21.0,,,London_Plymouth,Port Adelaide,,,,,,,,21.0
Navarino,1849,,195.0,,,London_Plymouth,Port Adelaide,,,,,4th time this ship brought emigrants to SA. Three of the crew became runaway sailors.,,,195.0
Duncan,1849,,28.0,,,Leith,Port Adelaide,,,,,,,,28.0
Orator,1849,3.0,150.0,,,London_Plymouth,Port Adelaide,,,,,,,2.0,147.0
Sir Edward Parry,1849,,240.0,,,London_Plymouth,Port Adelaide,,,,,,,,240.0
Psyche,1849,,28.0,,,London,Port Adelaide,,,,,,,,28.0
Caroline,1849,3.0,172.0,,,Plymouth,Port Adelaide,,,,,,,1.744186046511628,169.0
Trafalgar 2nd voyage,1849,,45.0,,,London_Plymouth,Port Adelaide,,,,,,"[GRG 24/6/1849/15_GRG 35/48 Immigrant Ships' Papers_State Records of SA & Colonial Secretary's Office Correspondence (GRG 24/1 and GRG 24/6
chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://classic.austlii.edu.au/au/other/sa_gazette/1866/4.pdf",,45.0
David Malcolm,1849,2.0,260.0,,,London_Plymouth,Port Adelaide,,,,,,,0.7692307692307693,258.0
Competitor,1849,,23.0,,,London,Port Adelaide,,,,,,,,23.0
Trafalgar ,1849,3.0,287.0,,,London,Port Adelaide,1.0,1.0,1.0,,"Death - one infant under 1 yr, one  child & one adult- ages & cause of deaths unknown___","[GRG 24/6/1849/15_GRG 35/48 Immigrant Ships' Papers_State Records of SA & Colonial Secretary's Office Correspondence (GRG 24/1 and GRG 24/6
chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://classic.austlii.edu.au/au/other/sa_gazette/1866/4.pdf",1.0452961672473868,284.0
Aden,1849,,168.0,,,London_Plymouth,Port Adelaide,,,,,"Many complaints about captain and officers, including the surgeon ‘He was not only professionally, but was gross and improper in his 
language and seldom sober’. Detailed letter of complain about happenings during the voyage Register 10/10/1849. Charles refuted SA Mining Gazette 4/10/1849 p312 col d.",,,168.0
Derwent,1849,,130.0,,,London,Port Adelaide,,,,,,,,130.0
WaterWitch,1849,,22.0,24.0,8.0,Guernsey,Port Adelaide,,,,,,,,22.0
William Hyde,1849,,140.0,,,London_Plymouth,Port Adelaide,,,,,,,,140.0
William Money,1849,12.0,410.0,,,Bristol_Plymouth,Port Adelaide,6.0,2.0,3.0,,"Death -6  infants under 1 yr, 2  children  & 3 adults _ages & cause of deaths unknown__ except : Sarah, wife of William Rayner died from the effects of chloride of zinc, administered to her in error by the matron [GRG 24/6/1849/14]","[GRG 24/6/1849/15_GRG 35/48 Immigrant Ships' Papers_State Records of SA & Colonial Secretary's Office Correspondence (GRG 24/1 and GRG 24/6
chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://classic.austlii.edu.au/au/other/sa_gazette/1866/4.pdf",2.9268292682926833,398.0
Dorothy,1849,,135.0,,,London_Plymouth,Port Adelaide,,,,,,,,135.0
